employee_id,years_experience,gender,education_level,job_title,location,work_mode,primary_language,performance_rating,projects_completed,team_size,overtime_hours_month,certifications_count,github_contributions,birth_month,bonus_percentage,stock_options,remote_work_days,satisfaction_score,salary_category
EMP_2109,9,male,Bachelor,QA Engineer,"Toronto, CA",Hybrid,JavaScript,3.4,19,4,10,4,256,April,,No,1,3.2,Medium
EMP_2110,30,male,Bachelor,Security Engineer,"Denver, CO",On-site,TypeScript,4,40,6,17,12,800,September,22,No,5,4.3,High
EMP_2111,12,male,Master,QA Engineer,"Boston, MA",Remote,Rust,3.7,21,15,1,6,447,June,12,Yes,3,4.6,Medium
EMP_2112,1,male,PhD,UI/UX Designer,"Seattle, WA",On-site,Go,2.9,8,10,0,1,60,November,18,No,2,4.1,Low
EMP_2113,1,female,Master,Product Manager,"Austin, TX",Hybrid,Java,3.1,10,9,9,2,235,August,22,No,2,2.4,Low
EMP_2114,9,female,Master,Solutions Architect,"Los Angeles, CA",On-site,Python,3.9,19,7,25,5,233,June,12,No,4,1.6,Medium
EMP_2115,12,female,Bachelor,Engineering Manager,"Seattle, WA",Hybrid,C++,3.3,16,11,6,6,328,February,14,,0,2.9,High
EMP_2116,22,female,Master,Data Scientist,"Los Angeles, CA",Hybrid,TypeScript,4.5,32,9,2,9,612,December,,,4,2.3,Medium
EMP_2117,25,male,High School,Data Scientist,"Toronto, CA",On-site,C++,3.2,37,2,3,10,691,February,17,Yes,2,3.6,High
EMP_2118,7,female,Bachelor,QA Engineer,"Atlanta, GA",Remote,Java,2.9,13,5,10,4,336,April,20,Yes,0,4.1,Low
EMP_2119,9,female,Master,QA Engineer,"New York, NY",On-site,Rust,4,18,4,1,5,231,November,5,No,0,3.6,Low
EMP_2120,19,female,Bachelor,Security Engineer,"Toronto, CA",On-site,C++,2.7,28,11,21,8,522,October,17,Yes,3,4.6,Medium
EMP_2121,14,male,Master,Frontend Developer,"London, UK",Hybrid,JavaScript,3.8,31,12,16,5,469,October,22,No,2,4.9,Medium
EMP_2122,25,female,Bachelor,Data Analyst,"Seattle, WA",Hybrid,Java,3.6,36,15,25,11,646,March,14,No,1,,Medium
EMP_2123,14,male,Bachelor,Tech Lead,"Seattle, WA",Remote,Swift,3.4,22,10,6,5,500,April,6,Yes,0,,High
EMP_2124,0,female,Bachelor,Security Engineer,"Boston, MA",On-site,Swift,2.6,10,7,1,4,82,January,17,,4,1.7,Low
EMP_2125,2,female,Bachelor,Software Engineer,"Austin, TX",Remote,Java,3.3,12,5,11,0,318,August,16,No,4,3.7,Low
EMP_2126,8,male,Master,Data Analyst,"Los Angeles, CA",Remote,Rust,4.2,17,4,2,6,327,January,6,Yes,5,4.3,Medium
EMP_2127,11,female,Bachelor,Frontend Developer,"Boston, MA",Hybrid,Rust,2.6,20,3,15,5,562,February,24,No,0,4.2,Low
EMP_2128,4,female,Master,Backend Developer,"Chicago, IL",Hybrid,TypeScript,3.8,9,12,0,1,111,November,10,No,0,4.7,Low
EMP_2129,9,male,PhD,Product Manager,"Berlin, DE",Hybrid,C++,2.8,17,3,1,4,474,August,13,No,2,2.7,Medium
EMP_2130,15,male,Master,Full Stack Developer,"Boston, MA",On-site,Python,3.4,24,12,4,6,556,July,8,Yes,2,4.8,Medium
EMP_2131,9,female,High School,Product Manager,"Toronto, CA",Remote,Go,2.8,16,2,1,5,265,July,15,Yes,3,2,Medium
EMP_2132,10,male,Master,Backend Developer,"London, UK",Remote,C++,3.2,16,15,3,5,268,November,22,No,0,2.4,Medium
EMP_2133,15,female,PhD,Product Manager,"Chicago, IL",On-site,TypeScript,3.3,22,11,3,5,533,October,6,No,0,4.5,Medium
EMP_2134,11,female,Bachelor,ML Engineer,Remote,Hybrid,JavaScript,3.8,20,10,0,4,537,August,13,Yes,3,1.2,Medium
EMP_2135,4,female,Master,QA Engineer,"San Francisco, CA",On-site,Java,3.3,20,6,2,4,113,May,5,Yes,1,3.3,Low
EMP_2136,15,male,Master,Backend Developer,"Berlin, DE",Hybrid,TypeScript,3.2,22,12,1,7,906,April,7,No,5,4.3,Medium
EMP_2137,6,female,Master,UI/UX Designer,"Austin, TX",On-site,Go,3.9,14,9,15,2,154,December,17,Yes,3,3.2,Low
EMP_2138,11,female,Bachelor,Data Scientist,"San Francisco, CA",On-site,Java,3.2,19,9,0,6,690,February,10,Yes,0,4.8,Medium
EMP_2139,14,female,PhD,Software Engineer,"Chicago, IL",Hybrid,C++,3.1,22,5,7,9,526,February,7,No,3,2.2,Medium
EMP_2140,21,female,Bachelor,Product Manager,Remote,Remote,Java,3.7,31,13,6,7,672,November,12,No,2,2.5,Medium
EMP_2141,9,male,Bachelor,Tech Lead,"Toronto, CA",Hybrid,JavaScript,2.9,18,3,9,5,341,February,,No,0,3.8,Medium
EMP_2142,0,female,Bachelor,Data Scientist,"Toronto, CA",Hybrid,Swift,2.3,14,7,21,2,190,April,6,No,4,4.4,Low
EMP_2143,4,female,Bachelor,Tech Lead,"Atlanta, GA",Hybrid,Go,2.8,14,8,4,3,192,December,21,Yes,5,1.1,Medium
EMP_2144,12,female,Master,Product Manager,"Austin, TX",Hybrid,Python,2.6,22,10,6,7,414,March,,Yes,2,4.1,Medium
EMP_2145,13,female,Master,UI/UX Designer,"San Francisco, CA",On-site,JavaScript,4,24,10,10,4,518,June,14,No,4,1.7,Medium
EMP_2146,9,female,Master,Full Stack Developer,"Berlin, DE",Hybrid,Swift,3,21,10,9,7,632,November,23,No,1,4.8,Low
EMP_2147,18,female,Master,Software Engineer,"Seattle, WA",Remote,Python,3.8,26,11,10,7,559,May,,Yes,1,1.5,Medium
EMP_2148,25,male,Bachelor,ML Engineer,"New York, NY",On-site,Go,4.4,37,9,13,13,965,May,14,Yes,4,3.8,High
EMP_2149,4,female,Bachelor,ML Engineer,"Toronto, CA",Remote,Java,1.1,13,1,12,2,125,May,23,No,5,2.9,Low
EMP_2150,8,female,Master,Tech Lead,"New York, NY",On-site,Python,3.1,21,14,15,3,294,January,20,Yes,3,1.5,Medium
EMP_2151,13,female,Master,Cloud Architect,"Boston, MA",Hybrid,Rust,3.9,22,7,4,6,342,May,20,Yes,3,4,Medium
EMP_2152,7,female,PhD,Engineering Manager,"Austin, TX",Hybrid,JavaScript,2.7,14,10,4,4,241,June,13,Yes,1,,Medium
EMP_2153,14,female,PhD,Product Manager,"New York, NY",On-site,C++,3.4,23,13,1,7,378,August,16,No,1,4,High
EMP_2154,15,male,PhD,Data Scientist,"Denver, CO",Hybrid,Java,3.3,30,7,6,7,412,October,11,Yes,2,3.9,Medium
EMP_2155,11,female,Bachelor,DevOps Engineer,Remote,Hybrid,Java,3.2,23,10,6,3,317,March,17,Yes,5,5,Low
EMP_2156,16,female,Master,Solutions Architect,"San Francisco, CA",On-site,Swift,3.1,28,5,2,5,506,November,25,Yes,4,3.9,High
EMP_2157,12,male,Bachelor,Tech Lead,"Atlanta, GA",Remote,TypeScript,2,18,14,2,6,434,December,16,Yes,5,2.9,Medium
EMP_2158,13,female,Bachelor,Solutions Architect,"Atlanta, GA",Hybrid,C++,3.3,25,2,8,5,378,February,12,Yes,0,4.3,Medium
EMP_2159,3,male,Master,Solutions Architect,"Chicago, IL",Remote,C++,3,15,4,12,2,87,August,23,Yes,4,3.8,Medium
EMP_2160,15,female,PhD,Product Manager,"Chicago, IL",Hybrid,Go,3.2,26,3,3,8,390,July,13,No,3,3.3,Medium
EMP_2161,13,female,Bachelor,Frontend Developer,"Chicago, IL",Remote,C++,3.9,26,13,0,6,345,May,,Yes,2,1.5,Medium
EMP_2162,15,female,PhD,Software Engineer,"Boston, MA",Hybrid,Go,3.1,18,5,6,5,517,July,22,No,0,3.1,High
EMP_2163,16,male,Master,Engineering Manager,"Austin, TX",Remote,TypeScript,4.4,21,5,0,6,429,May,23,No,0,3.3,High
EMP_2164,9,male,Master,Cloud Architect,Remote,Hybrid,Java,3,17,12,16,6,291,October,13,Yes,2,2.7,Medium
EMP_2165,13,female,Bachelor,Software Engineer,"Boston, MA",On-site,Swift,2.3,23,1,3,7,356,July,9,Yes,0,3.8,Medium
EMP_2166,11,female,PhD,ML Engineer,"London, UK",Hybrid,C++,3.1,18,6,1,3,403,March,16,Yes,2,4,Medium
EMP_2167,11,male,Bachelor,Backend Developer,"London, UK",On-site,Rust,2.6,22,1,2,5,428,September,17,Yes,1,1.2,Medium
EMP_2168,18,female,Master,Cloud Architect,"New York, NY",On-site,Go,3.2,27,3,1,6,532,February,22,Yes,1,,High
EMP_2169,3,female,Master,Data Scientist,"Seattle, WA",On-site,Rust,3.1,11,15,7,5,223,September,6,Yes,5,3.9,Medium
EMP_2170,19,male,Bachelor,Solutions Architect,"New York, NY",On-site,Rust,3.9,31,15,1,8,1338,April,,Yes,4,2.3,High
EMP_2171,1,female,Master,Security Engineer,"Seattle, WA",Hybrid,JavaScript,3.1,10,10,13,2,128,August,19,No,0,4.6,Low
EMP_2172,5,male,High School,UI/UX Designer,"Chicago, IL",On-site,JavaScript,2.9,14,1,30,3,543,July,18,Yes,3,,Low
EMP_2173,6,female,Master,Security Engineer,"Austin, TX",Hybrid,Swift,2.6,15,5,13,5,153,August,12,Yes,2,4.6,Low
EMP_2174,0,female,PhD,Solutions Architect,"Boston, MA",Remote,JavaScript,2.8,10,9,10,1,32,October,10,Yes,2,3.2,Low
EMP_2175,10,male,Bachelor,QA Engineer,"San Francisco, CA",Hybrid,Rust,3.2,25,3,8,6,251,October,12,,5,,Medium
EMP_2176,9,female,Master,Cloud Architect,"London, UK",On-site,Swift,2.9,21,10,8,7,271,July,18,No,4,2.5,Medium
EMP_2177,14,male,Master,Security Engineer,"Chicago, IL",Hybrid,Go,4.2,26,10,4,6,389,July,25,No,5,4.1,Medium
EMP_2178,6,female,Master,Solutions Architect,"Boston, MA",On-site,Python,2.2,15,12,4,4,198,June,13,Yes,3,,Medium
EMP_2179,3,male,High School,Cloud Architect,"Denver, CO",Remote,C++,2.6,12,14,4,6,111,September,24,Yes,0,1.1,Low
EMP_2180,24,female,Bachelor,Data Scientist,"Chicago, IL",On-site,C++,3.5,32,10,17,11,622,April,9,No,1,3,Medium
EMP_2181,9,female,Bachelor,Solutions Architect,"Boston, MA",Hybrid,Swift,3.4,18,14,2,5,369,December,,Yes,4,3.7,Medium
EMP_2182,13,female,Bachelor,Solutions Architect,"Austin, TX",On-site,Java,3.4,20,15,24,6,373,October,14,Yes,1,4.2,Medium
EMP_2183,23,male,Bachelor,Software Engineer,"Austin, TX",Remote,Rust,4.6,35,9,0,8,600,September,12,Yes,3,3.3,High
EMP_2184,21,female,High School,Data Scientist,"Los Angeles, CA",Hybrid,Rust,2.9,32,15,5,10,525,July,21,Yes,5,4.8,Medium
EMP_2185,4,female,Bachelor,Engineering Manager,"Boston, MA",On-site,JavaScript,2.9,14,13,0,5,101,November,19,Yes,0,2.2,Medium
EMP_2186,7,female,Bachelor,UI/UX Designer,"Seattle, WA",On-site,Rust,2.1,18,13,6,4,219,April,13,Yes,5,4.8,Low
EMP_2187,3,female,Master,Security Engineer,"Chicago, IL",Remote,Swift,3.5,7,1,14,4,98,August,7,Yes,1,4.9,Low
EMP_2188,19,female,Bachelor,ML Engineer,"Atlanta, GA",Remote,Python,3.6,28,11,20,10,600,September,10,No,3,1.7,Medium
EMP_2189,23,female,High School,Backend Developer,"Boston, MA",Hybrid,JavaScript,3,38,12,10,11,629,October,13,Yes,2,2.6,Medium
EMP_2190,13,male,Bachelor,Product Manager,"Toronto, CA",On-site,Python,3,24,5,5,8,506,September,22,,3,4.3,Medium
EMP_2191,9,female,Master,Solutions Architect,"London, UK",On-site,Java,3.1,16,1,27,3,743,November,17,,0,3.9,Medium
EMP_2192,18,male,Bachelor,Full Stack Developer,"London, UK",Hybrid,Java,2.3,28,14,1,6,509,August,16,Yes,5,1.3,Medium
EMP_2193,16,male,High School,QA Engineer,"Toronto, CA",Hybrid,TypeScript,3.5,23,10,1,7,518,September,20,Yes,0,3,Medium
EMP_2194,14,female,PhD,Full Stack Developer,Remote,Remote,Go,3.5,23,2,9,4,509,January,13,No,0,3.7,Medium
EMP_2195,23,male,Bachelor,Tech Lead,"New York, NY",On-site,C++,3.7,27,11,0,9,685,August,9,Yes,5,,High
EMP_2196,18,male,Master,Full Stack Developer,"Boston, MA",On-site,TypeScript,4,21,1,1,9,547,November,19,Yes,0,2.9,High
EMP_2197,10,female,Master,Product Manager,"Boston, MA",On-site,Rust,3.4,28,6,11,4,333,June,6,No,2,,Medium
EMP_2198,12,female,Bachelor,Tech Lead,"Denver, CO",Remote,Python,3.1,22,12,0,6,612,July,23,Yes,2,3.6,Medium
EMP_2199,11,female,Master,DevOps Engineer,"London, UK",Hybrid,Swift,3.4,19,12,3,4,388,May,6,Yes,3,1.6,Medium
EMP_2200,4,male,Bachelor,Tech Lead,"Seattle, WA",Hybrid,Java,2.1,22,9,3,3,108,April,20,No,0,1.2,Medium
EMP_2201,10,male,Bachelor,Backend Developer,"Atlanta, GA",Hybrid,JavaScript,3.4,18,1,2,5,254,September,9,,4,1.4,Low
EMP_2202,16,male,Master,Solutions Architect,"Boston, MA",Remote,Java,3.8,29,10,6,7,426,August,17,Yes,3,2.9,High
EMP_2203,11,female,Bachelor,Engineering Manager,Remote,On-site,TypeScript,3,20,15,10,3,284,March,19,No,1,4,Medium
EMP_2204,19,male,Bachelor,Cloud Architect,"Boston, MA",Hybrid,Go,4,21,7,4,7,604,January,5,Yes,0,3.4,High
EMP_2205,14,female,Bachelor,Engineering Manager,"Los Angeles, CA",Remote,Java,1.8,20,1,7,6,388,August,20,Yes,4,3,High
EMP_2206,17,male,Bachelor,DevOps Engineer,"Los Angeles, CA",Hybrid,TypeScript,3.3,26,2,25,7,550,October,,No,2,2.6,High
EMP_2207,9,male,Master,QA Engineer,"San Francisco, CA",On-site,TypeScript,3.4,23,15,12,4,253,September,21,No,2,4.2,Medium
EMP_2208,14,male,Bachelor,Backend Developer,"London, UK",Remote,JavaScript,3.9,29,6,6,6,417,November,23,No,3,3.9,Medium
EMP_2209,11,male,High School,Data Analyst,"New York, NY",On-site,TypeScript,3.3,19,6,13,5,586,April,18,Yes,1,1.2,Medium
EMP_2210,0,female,Master,Cloud Architect,"Boston, MA",Hybrid,Java,1.8,14,8,1,3,99,November,11,No,5,3.3,Low
EMP_2211,11,male,Bachelor,QA Engineer,"Denver, CO",Remote,Rust,3.3,19,11,5,7,338,January,25,Yes,4,,Medium
EMP_2212,12,male,High School,Software Engineer,"New York, NY",Hybrid,Go,3.1,21,14,4,5,309,September,7,No,1,1.2,Medium
EMP_2213,12,female,Bachelor,Full Stack Developer,"San Francisco, CA",On-site,JavaScript,3.4,18,2,19,5,348,August,5,No,5,1.2,Medium
EMP_2214,16,female,Master,Backend Developer,"Seattle, WA",On-site,Swift,3.3,27,12,4,6,535,April,16,Yes,1,2.3,Medium
EMP_2215,14,female,Bachelor,Tech Lead,"Denver, CO",On-site,Swift,2.7,28,6,12,7,704,July,6,Yes,,3.3,Medium
EMP_2216,13,female,Bachelor,ML Engineer,"Austin, TX",Hybrid,Swift,2.5,22,15,2,5,534,February,15,,4,1.2,Medium
EMP_2217,13,male,PhD,Frontend Developer,Remote,Hybrid,Swift,2.7,17,15,18,4,398,December,,Yes,1,,Medium
EMP_2218,30,female,Bachelor,DevOps Engineer,"Berlin, DE",Remote,Java,4.3,46,8,16,11,839,February,10,Yes,5,1.5,Medium
EMP_2219,14,male,Bachelor,Frontend Developer,"London, UK",Hybrid,Python,2.6,30,14,19,6,363,January,5,No,0,4.1,Medium
EMP_2220,12,female,Master,Frontend Developer,"Seattle, WA",Remote,Go,3.1,20,8,8,7,369,December,24,Yes,4,3.6,Medium
EMP_2221,16,male,High School,Solutions Architect,"Chicago, IL",On-site,TypeScript,3.1,24,6,0,7,574,March,19,No,4,2.1,Medium
EMP_2222,4,female,Bachelor,Security Engineer,"Toronto, CA",On-site,Rust,2.3,11,10,21,4,111,February,,Yes,2,2.4,Low
EMP_2223,0,female,Bachelor,Frontend Developer,"Chicago, IL",Remote,Python,3.2,12,12,1,1,38,December,21,No,5,1.6,Low
EMP_2224,10,female,High School,Security Engineer,"San Francisco, CA",Hybrid,Go,3.2,23,10,2,4,374,January,10,Yes,0,3.4,Medium
EMP_2225,18,female,Master,Frontend Developer,"Seattle, WA",Remote,Swift,4.3,34,15,19,7,489,April,,Yes,4,1.4,Medium
EMP_2226,8,female,Master,Cloud Architect,"San Francisco, CA",Hybrid,JavaScript,3.3,18,8,0,4,290,February,25,Yes,0,3.6,High
EMP_2227,15,female,Bachelor,Cloud Architect,"Chicago, IL",Hybrid,Rust,3.6,24,8,9,8,580,January,,Yes,4,2.6,Medium
EMP_2228,9,male,Master,DevOps Engineer,"San Francisco, CA",Hybrid,Swift,2.8,18,3,0,4,262,February,15,Yes,4,3,Medium
EMP_2229,4,male,Master,Backend Developer,"Seattle, WA",Hybrid,TypeScript,3,14,10,2,1,262,December,8,Yes,2,4.1,Medium
EMP_2230,26,male,Master,Full Stack Developer,Remote,On-site,Python,4.1,35,10,1,10,712,February,16,No,3,3.5,High
EMP_2231,16,male,Bachelor,Data Analyst,"Berlin, DE",On-site,Swift,3.1,31,1,5,7,428,May,16,,5,,Medium
EMP_2232,22,female,Bachelor,Product Manager,"Chicago, IL",Hybrid,Rust,4.4,30,15,9,11,697,November,11,Yes,4,2.7,Medium
EMP_2233,15,female,Bachelor,QA Engineer,"Berlin, DE",On-site,Python,2.8,23,13,6,9,472,October,6,Yes,0,2.7,Medium
EMP_2234,13,male,Bachelor,Data Scientist,"Seattle, WA",Remote,C++,3.1,22,3,6,6,509,April,9,Yes,2,4.8,Medium
EMP_2235,15,male,High School,Full Stack Developer,"New York, NY",On-site,C++,3.7,27,12,2,7,425,October,8,Yes,4,4.7,Medium
EMP_2236,9,female,Bachelor,Tech Lead,"Austin, TX",On-site,Swift,2.7,19,14,27,4,476,October,23,Yes,2,4.5,Medium
EMP_2237,11,female,High School,DevOps Engineer,Remote,On-site,Java,3,19,2,1,7,322,May,20,Yes,2,,Medium
EMP_2238,11,female,High School,UI/UX Designer,"Austin, TX",On-site,JavaScript,4,22,8,14,5,286,April,22,Yes,2,2.1,Low
EMP_2239,14,male,Bachelor,Frontend Developer,"San Francisco, CA",On-site,TypeScript,3.1,25,7,1,4,630,March,6,Yes,0,4.3,Medium
EMP_2240,4,male,Bachelor,QA Engineer,Remote,Hybrid,Swift,3.1,13,10,9,1,415,December,18,No,1,2.2,Low
EMP_2241,10,male,Master,Data Scientist,"Seattle, WA",Remote,Go,3.6,17,14,2,5,256,September,7,Yes,4,,Medium
EMP_2242,13,female,Bachelor,Backend Developer,"Austin, TX",Hybrid,Rust,2.9,19,14,22,7,325,May,23,No,3,4,Medium
EMP_2243,10,male,PhD,Full Stack Developer,"Toronto, CA",Remote,Go,2.7,21,8,0,7,250,October,18,No,4,2.2,Medium
EMP_2244,10,female,High School,Software Engineer,"Berlin, DE",Hybrid,Swift,2.5,16,2,4,3,389,November,16,No,2,1.3,Low
EMP_2245,6,male,Bachelor,ML Engineer,"Atlanta, GA",On-site,JavaScript,2,12,8,2,4,188,December,20,Yes,5,1.6,Medium
EMP_2246,0,female,Bachelor,QA Engineer,"Denver, CO",Hybrid,Go,2.1,14,6,4,4,79,February,5,Yes,1,,Low
EMP_2247,15,male,High School,Data Analyst,"New York, NY",Remote,TypeScript,3.3,23,9,0,8,540,June,20,Yes,3,3.2,Medium
EMP_2248,11,female,PhD,Cloud Architect,"Boston, MA",On-site,Java,4.3,18,4,0,6,355,November,7,No,3,1.9,High
EMP_2249,15,male,PhD,UI/UX Designer,"San Francisco, CA",On-site,Swift,3.3,22,11,1,5,451,July,19,Yes,4,1,Medium
EMP_2250,18,male,Master,Tech Lead,"Berlin, DE",On-site,Go,3.5,28,12,1,6,560,February,12,Yes,5,1.5,High
EMP_2251,21,female,PhD,Solutions Architect,"Berlin, DE",Hybrid,TypeScript,3.4,30,5,3,8,581,December,15,Yes,1,2.7,High
EMP_2252,18,female,Bachelor,Tech Lead,"New York, NY",Remote,JavaScript,3.4,30,10,7,8,532,May,10,No,0,3.8,High
EMP_2253,15,male,PhD,Product Manager,"Toronto, CA",On-site,TypeScript,3.3,29,13,5,9,380,September,,Yes,1,4.9,Medium
EMP_2254,5,female,Bachelor,Engineering Manager,"Seattle, WA",On-site,TypeScript,2.3,14,8,2,5,238,July,8,Yes,5,4.4,Low
EMP_2255,2,female,Bachelor,Engineering Manager,"Atlanta, GA",Remote,Swift,3.3,12,7,17,1,123,November,15,No,5,,Low
EMP_2256,8,male,Bachelor,Software Engineer,"Atlanta, GA",On-site,Rust,3,18,6,4,5,274,January,18,Yes,2,3.4,Low
EMP_2257,14,female,High School,DevOps Engineer,"New York, NY",Remote,Go,3.2,26,5,0,7,404,May,13,No,0,4.3,Medium
EMP_2258,17,female,Bachelor,QA Engineer,"London, UK",Hybrid,C++,3.9,28,5,1,8,588,February,7,No,2,2.2,Medium
EMP_2259,18,male,Bachelor,Data Scientist,Remote,Remote,Rust,3.2,32,2,6,7,470,July,16,Yes,0,2.5,Medium
EMP_2260,17,female,Bachelor,UI/UX Designer,"Los Angeles, CA",Remote,C++,2.4,30,12,0,5,459,August,18,Yes,5,4.3,Low
EMP_2261,9,female,Master,Security Engineer,"San Francisco, CA",Hybrid,JavaScript,3.3,13,2,1,5,228,December,12,Yes,2,2.9,Medium
EMP_2262,6,male,Master,DevOps Engineer,Remote,Remote,Rust,3.3,15,4,3,7,163,December,15,No,2,4.1,Medium
EMP_2263,10,female,Bachelor,Solutions Architect,"Denver, CO",Remote,Rust,3.3,21,11,30,8,255,December,19,Yes,3,3.7,Medium
EMP_2264,14,female,Bachelor,Frontend Developer,"Los Angeles, CA",Remote,Rust,4.6,26,5,0,4,408,June,17,Yes,4,1.2,Medium
EMP_2265,5,female,Master,DevOps Engineer,"Toronto, CA",Remote,Go,2.2,17,12,20,3,196,December,,Yes,1,4.8,Low
EMP_2266,4,male,Master,Full Stack Developer,"London, UK",Hybrid,JavaScript,3.2,20,1,3,5,111,April,16,Yes,3,,Medium
EMP_2267,15,female,Bachelor,Solutions Architect,"New York, NY",Remote,Rust,4,28,4,8,6,403,June,14,Yes,5,2.7,High
EMP_2268,13,female,Bachelor,Tech Lead,"San Francisco, CA",Remote,Java,3.2,23,5,18,8,363,April,12,,,2.7,Medium
EMP_2269,12,male,Bachelor,DevOps Engineer,"Atlanta, GA",On-site,C++,3.4,17,14,0,6,411,October,21,Yes,4,3.5,Medium
EMP_2270,13,male,Bachelor,Security Engineer,"Berlin, DE",Hybrid,TypeScript,3,29,10,3,8,501,April,,Yes,0,4,Medium
EMP_2271,15,female,High School,Data Scientist,"Boston, MA",On-site,Java,3.3,30,2,16,6,385,August,16,Yes,4,4.7,Medium
EMP_2272,18,male,Master,Backend Developer,"Chicago, IL",Hybrid,Python,3,25,6,2,6,456,September,16,Yes,4,3.6,Medium
EMP_2273,3,male,Bachelor,Security Engineer,"Seattle, WA",On-site,Java,2.3,14,9,17,3,93,October,15,Yes,3,2.9,Low
EMP_2274,17,female,High School,Tech Lead,"Boston, MA",Hybrid,C++,4.5,27,8,4,5,648,March,15,Yes,4,3,Medium
EMP_2275,25,female,Master,Full Stack Developer,Remote,Remote,C++,4.1,31,7,12,9,630,October,15,Yes,4,3.1,Medium
EMP_2276,10,female,Bachelor,Software Engineer,"Boston, MA",Hybrid,Go,3.7,17,15,16,4,253,February,21,No,5,1.4,Medium
EMP_2277,0,female,Master,Tech Lead,Remote,Remote,C++,3.5,7,5,6,2,105,March,18,No,5,2.3,Low
EMP_2278,11,female,High School,UI/UX Designer,"New York, NY",Remote,Java,3.1,20,11,1,7,302,October,13,Yes,4,3.6,Low
EMP_2279,11,male,Bachelor,Engineering Manager,Remote,On-site,Java,4.2,20,1,4,7,374,August,11,Yes,,1.9,High
EMP_2280,14,female,Master,Data Analyst,"Atlanta, GA",On-site,TypeScript,3.4,27,7,17,6,413,November,5,Yes,3,3.3,Low
EMP_2281,11,female,Bachelor,QA Engineer,"Boston, MA",Hybrid,JavaScript,2.5,18,10,2,4,396,August,14,Yes,4,4.2,Low
EMP_2282,15,male,Bachelor,QA Engineer,Remote,On-site,Swift,4,29,10,0,8,388,April,21,No,5,1.6,Medium
EMP_2283,15,female,PhD,Solutions Architect,"New York, NY",On-site,Python,3.8,23,11,0,6,542,August,20,Yes,2,1.6,High
EMP_2284,13,female,High School,Data Analyst,"New York, NY",Hybrid,Swift,3.6,22,5,2,8,449,January,24,Yes,3,,Low
EMP_2285,3,female,Master,Solutions Architect,"London, UK",Remote,Go,2.6,12,9,3,1,92,May,10,No,0,3.3,Low
EMP_2286,12,male,Bachelor,Frontend Developer,"Boston, MA",Remote,TypeScript,3.3,22,8,12,5,310,April,18,No,0,4,Medium
EMP_2287,19,male,Bachelor,DevOps Engineer,"Los Angeles, CA",On-site,Swift,4.4,29,15,1,8,582,March,13,Yes,2,2.6,Medium
EMP_2288,8,male,Master,Backend Developer,"London, UK",Remote,Python,3.9,17,8,0,5,273,February,25,No,5,3.9,Medium
EMP_2289,15,male,Master,Product Manager,"Austin, TX",On-site,Go,2.3,24,9,0,11,472,July,7,Yes,4,4.7,Medium
EMP_2290,6,female,PhD,DevOps Engineer,"Chicago, IL",On-site,Go,2.5,19,9,2,4,162,February,9,Yes,1,1.4,Low
EMP_2291,10,male,Master,Solutions Architect,"Boston, MA",On-site,C++,2.9,21,2,9,7,335,December,25,Yes,3,2.6,High
EMP_2292,6,male,Master,Software Engineer,"Chicago, IL",Hybrid,Rust,2.5,16,2,6,5,161,March,7,Yes,5,1.3,Low
EMP_2293,22,male,Bachelor,Cloud Architect,"Toronto, CA",Remote,Java,4.3,36,12,11,13,628,December,10,Yes,1,3.7,High
EMP_2294,9,male,Master,Data Analyst,Remote,On-site,Rust,3.8,14,4,21,4,254,February,25,Yes,4,3.9,Low
EMP_2295,13,female,Bachelor,ML Engineer,"Los Angeles, CA",Remote,Python,3.2,21,5,2,4,545,September,20,Yes,3,3.6,Medium
EMP_2296,16,male,High School,Backend Developer,Remote,On-site,Go,3.2,24,9,3,6,469,July,21,No,3,2.6,Medium
EMP_2297,17,female,Bachelor,Security Engineer,"New York, NY",Remote,Java,3.9,23,14,3,7,464,March,15,Yes,,3.5,Medium
EMP_2298,5,female,Master,Solutions Architect,"Boston, MA",Remote,Go,3.1,24,2,4,5,384,March,13,Yes,2,2.8,Low
EMP_2299,25,female,Bachelor,ML Engineer,"Toronto, CA",Remote,TypeScript,3.9,31,1,5,8,684,September,,,5,2.5,Medium
EMP_2300,14,male,Master,Security Engineer,Remote,Remote,Rust,2.9,22,3,5,6,464,March,22,Yes,1,2.4,Medium
EMP_2301,11,female,Bachelor,QA Engineer,Remote,Hybrid,Swift,3.5,18,10,2,6,550,November,13,,4,2.2,Low
EMP_2302,4,male,Master,Full Stack Developer,"Denver, CO",Hybrid,JavaScript,1.9,22,4,2,3,139,December,15,Yes,1,2.8,Low
EMP_2303,4,female,High School,UI/UX Designer,Remote,On-site,Rust,2.2,17,4,7,2,133,February,20,Yes,5,3.5,Low
EMP_2304,9,male,Master,DevOps Engineer,"Denver, CO",Remote,JavaScript,3,18,12,24,4,227,February,19,Yes,0,4.2,Medium
EMP_2305,3,female,Bachelor,Cloud Architect,"Toronto, CA",Hybrid,Go,2.8,11,5,3,3,180,February,6,Yes,2,1.4,Low
EMP_2306,14,male,Master,Product Manager,"Boston, MA",On-site,Java,2.8,20,10,12,6,361,April,6,Yes,,2.2,Medium
EMP_2307,23,female,Bachelor,Solutions Architect,"San Francisco, CA",On-site,Rust,3.3,35,6,4,9,624,February,12,Yes,1,2.1,High
